"instance_id","algorithm"
"./SAT11/crafted/mosoi/289/289-sat-11x10.cnf","PicoSAT_941"
"./SAT11/crafted/mosoi/289/289-sat-11x4.cnf","PicoSAT_941"
"./SAT11/crafted/mosoi/289/289-sat-11x9.cnf","PicoSAT_941"
"./SAT11/crafted/mosoi/289/289-sat-12x14.cnf","MPhaseSAT_2011.02.15"
"./SAT11/crafted/mosoi/289/289-sat-12x15.cnf","PicoSAT_941"
"./SAT11/crafted/mosoi/289/289-sat-14x8.cnf","SAT09referencesolverclasp_1.2.0.SAT09.32"
"./SAT11/crafted/mosoi/289/289-sat-4x35.cnf","PicoSAT_941"
"./SAT11/crafted/mosoi/289/289-sat-4x8.cnf","clasp_2.0.R4092.crafted"
"./SAT11/crafted/mosoi/289/289-sat-5x8.cnf","PicoSAT_941"
"./SAT11/crafted/mosoi/289/289-sat-6x19.cnf","SAT09referencesolverclasp_1.2.0.SAT09.32"
"./SAT11/crafted/mosoi/289/289-sat-6x20.cnf","PicoSAT_941"
"./SAT11/crafted/mosoi/289/289-sat-6x8.cnf","PicoSAT_941"
"./SAT11/crafted/mosoi/289/289-sat-6x9.cnf","PicoSAT_941"
"./SAT11/crafted/mosoi/289/289-sat-7x6.cnf","PicoSAT_941"
"./SAT11/crafted/mosoi/289/289-sat-9x13.cnf","PicoSAT_941"
"./SAT11/crafted/mosoi/289/289-unsat-13x32.cnf","MPhaseSAT_2011.02.15"
"./SAT11/crafted/mosoi/289/289-unsat-14x34.cnf","SAT09referencesolverclasp_1.2.0.SAT09.32"
"./SAT11/crafted/mosoi/289/289-unsat-14x38.cnf","MPhaseSAT_2011.02.15"
"./SAT11/crafted/mosoi/289/289-unsat-17x27.cnf","sattime_2011.03.02"
"./SAT11/crafted/mosoi/289/289-unsat-17x30.cnf","SAT09referencesolverclasp_1.2.0.SAT09.32"
"./SAT11/crafted/mosoi/289/289-unsat-21x14.cnf","MPhaseSAT_2011.02.15"
"./SAT11/crafted/mosoi/289/289-unsat-21x33.cnf","sattime_2011.03.02"
"./SAT11/crafted/mosoi/289/289-unsat-21x39.cnf","MPhaseSAT_2011.02.15"
"./SAT11/crafted/mosoi/289/289-unsat-21x40.cnf","SAT09referencesolverclasp_1.2.0.SAT09.32"
"./SAT11/crafted/mosoi/289/289-unsat-5x41.cnf","MPhaseSAT_2011.02.15"
"./SAT11/crafted/mosoi/289/289-unsat-6x30.cnf","PicoSAT_941"
"./SAT11/crafted/mosoi/289/289-unsat-6x34.cnf","sattime_2011.03.02"
"./SAT11/crafted/mosoi/289/289-unsat-6x40.cnf","sattime_2011.03.02"
"./SAT11/crafted/mosoi/289/289-unsat-7x39.cnf","CryptoMiniSat_Strange.Night2.st_fixed_"
"./SAT11/crafted/mosoi/289/289-unsat-9x32.cnf","MPhaseSAT_2011.02.15"
"./SAT11/crafted/skvortsov/automata-synchronization/crn_11_100_s.cnf","CryptoMiniSat_Strange.Night2.st_fixed_"
"./SAT11/crafted/skvortsov/automata-synchronization/crn_11_99_u.cnf","CryptoMiniSat_Strange.Night2.st_fixed_"
"./SAT11/crafted/skvortsov/automata-synchronization/crn_20_360_u.cnf","QuteRSat_2011.05.12_fixed_"
"./SAT11/crafted/skvortsov/automata-synchronization/crn_20_361_s.cnf","CryptoMiniSat_Strange.Night2.st_fixed_"
"./SAT11/crafted/skvortsov/automata-synchronization/crn_40_1520_u.cnf","sattime._2011.03.02"
"./SAT11/crafted/skvortsov/automata-synchronization/crn_40_1521_s.cnf","QuteRSat_2011.05.12_fixed_"
"./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_27_s.cnf","CryptoMiniSat_Strange.Night2.st_fixed_"
"./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_28_s.cnf","CryptoMiniSat_Strange.Night2.st_fixed_"
"./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_28_u.cnf","QuteRSat_2011.05.12_fixed_"
"./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_32_s.cnf","CryptoMiniSat_Strange.Night2.st_fixed_"
"./SAT11/crafted/skvortsov/automata-synchronization/rnd_150_29_u.cnf","sattime_2011.03.02"
"./SAT11/crafted/skvortsov/automata-synchronization/rnd_150_42_s.cnf","QuteRSat_2011.05.12_fixed_"
"./SAT11/crafted/skvortsov/battleship/battleship-10-10-unsat.cnf","sattime_2011.03.02"
"./SAT11/crafted/skvortsov/battleship/battleship-10-17-sat.cnf","sattime_2011.03.02"
"./SAT11/crafted/skvortsov/battleship/battleship-10-18-sat.cnf","sattime_2011.03.02"
"./SAT11/crafted/skvortsov/battleship/battleship-10-19-sat.cnf","sattime._2011.03.02"
"./SAT11/crafted/skvortsov/battleship/battleship-11-11-unsat.cnf","PicoSAT_941"
"./SAT11/crafted/skvortsov/battleship/battleship-11-21-sat.cnf","sattime_2011.03.02"
"./SAT11/crafted/skvortsov/battleship/battleship-12-12-unsat.cnf","clasp_2.0.R4092.crafted"
"./SAT11/crafted/skvortsov/battleship/battleship-12-23-sat.cnf","sattime._2011.03.02"
"./SAT11/crafted/skvortsov/battleship/battleship-13-13-unsat.cnf","SAT07referencesolverminisat_SAT2007"
"./SAT11/crafted/skvortsov/battleship/battleship-14-14-unsat.cnf","sattime_2011.03.02"
"./SAT11/crafted/skvortsov/battleship/battleship-14-26-sat.cnf","sattime_2011.03.02"
"./SAT11/crafted/skvortsov/battleship/battleship-14-27-sat.cnf","sattime_2011.03.02"
"./SAT11/crafted/skvortsov/battleship/battleship-15-15-unsat.cnf","Sol_2011.04.04"
"./SAT11/crafted/skvortsov/battleship/battleship-15-29-sat.cnf","sattime._2011.03.02"
"./SAT11/crafted/skvortsov/battleship/battleship-16-16-unsat.cnf","sattime_2011.03.02"
"./SAT11/crafted/skvortsov/battleship/battleship-16-31-sat.cnf","sattime_2011.03.02"
"./SAT11/crafted/skvortsov/battleship/battleship-17-33-sat.cnf","Sol_2011.04.04"
"./SAT11/crafted/skvortsov/battleship/battleship-24-57-sat.cnf","Sol_2011.04.04"
"./SAT11/crafted/skvortsov/battleship/battleship-5-8-unsat.cnf","Sol_2011.04.04"
"./SAT11/crafted/skvortsov/battleship/battleship-6-9-unsat.cnf","Sol_2011.04.04"
"./SAT11/crafted/skvortsov/battleship/battleship-7-12-unsat.cnf","Sol_2011.04.04"
"./SAT11/crafted/skvortsov/battleship/battleship-7-13-sat.cnf","PicoSAT_941"
"./SAT11/crafted/skvortsov/battleship/battleship-8-15-sat.cnf","Sol_2011.04.04"
"./SAT11/crafted/skvortsov/battleship/battleship-9-17-sat.cnf","sattime_2011.03.02"
"./SAT11/crafted/spence/sgen/sgen3-n120-s12930489-sat.cnf","MPhaseSAT_2011.02.15"
"./SAT11/crafted/spence/sgen/sgen3-n120-s55656844-unsat.cnf","MPhaseSAT_2011.02.15"
"./SAT11/crafted/spence/sgen/sgen3-n130-s30940966-unsat.cnf","glucose_2"
"./SAT11/crafted/spence/sgen/sgen3-n140-s18527668-sat.cnf","sattime._2011.03.02"
"./SAT11/crafted/spence/sgen/sgen3-n140-s20078956-unsat.cnf","PicoSAT_941"
"./SAT11/crafted/spence/sgen/sgen3-n150-s89334302-unsat.cnf","MPhaseSAT_2011.02.15"
"./SAT11/crafted/spence/sgen/sgen3-n160-s40283905-sat.cnf","sattime._2011.03.02"
"./SAT11/crafted/spence/sgen/sgen3-n160-s73223945-unsat.cnf","PicoSAT_941"
"./SAT11/crafted/spence/sgen/sgen3-n170-s56409011-unsat.cnf","PicoSAT_941"
"./SAT11/crafted/spence/sgen/sgen3-n180-s33098896-unsat.cnf","MPhaseSAT_2011.02.15"
"./SAT11/crafted/spence/sgen/sgen3-n180-s34713902-sat.cnf","sattime._2011.03.02"
"./SAT11/crafted/spence/sgen/sgen3-n190-s29985700-unsat.cnf","sattime._2011.03.02"
"./SAT11/crafted/spence/sgen/sgen3-n200-s00813792-unsat.cnf","PicoSAT_941"
"./SAT11/crafted/spence/sgen/sgen3-n200-s39840374-sat.cnf","sattime._2011.03.02"
"./SAT11/crafted/spence/sgen/sgen3-n220-s24359701-sat.cnf","sattime._2011.03.02"
"./SAT11/crafted/spence/sgen/sgen3-n240-s78945233-sat.cnf","sattime._2011.03.02"
"./SAT11/crafted/spence/sgen/sgen3-n260-s62321009-sat.cnf","sattime._2011.03.02"
"./SAT11/crafted/spence/sgen/sgen3-n280-s93756482-sat.cnf","sattime._2011.03.02"
"./SAT11/crafted/spence/sgen/sgen3-n300-s12830984-sat.cnf","sattime._2011.03.02"
